GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "25003","Berkshire, MA",1,CAEMP25N,1900,"81","   Other services (except government and government enterprises) ","Number of jobs",4876,5019,5057,5032,5201,5172,5249,5221,5134,4935,4946,4915,4911,5131,5450,5273,5174,5293,5227,4595,4775,5084
 "25003","Berkshire, MA",1,CAEMP25N,2000,"...","  Government and government enterprises ","Number of jobs",8484,8407,8211,7799,7841,7965,8092,8325,8851,8942,8905,8952,8940,8993,8791,8774,8703,8770,8669,8199,8152,8350
 "25003","Berkshire, MA",1,CAEMP25N,2001,"...","   Federal civilian ","Number of jobs",483,488,467,448,447,442,437,438,452,501,389,360,365,367,373,390,389,384,391,414,373,363
 "25003","Berkshire, MA",1,CAEMP25N,2002,"...","   Military ","Number of jobs",389,386,369,346,330,337,331,325,327,336,340,331,321,315,311,315,309,301,295,284,284,267
 "25003","Berkshire, MA",1,CAEMP25N,2010,"...","   State and local ","Number of jobs",7612,7533,7375,7005,7064,7186,7324,7562,8072,8105,8176,8261,8254,8311,8107,8069,8005,8085,7983,7501,7495,7720
 "25003","Berkshire, MA",1,CAEMP25N,2011,"...","    State government ","Number of jobs",1925,1710,1661,1446,1523,1569,1660,1687,2230,2275,2336,2381,2352,2365,2290,2328,2305,2407,2259,2062,2000,2032
 "25003","Berkshire, MA",1,CAEMP25N,2012,"...","    Local government ","Number of jobs",5687,5823,5714,5559,5541,5617,5664,5875,5842,5830,5840,5880,5902,5946,5817,5741,5700,5678,5724,5439,5495,5688
 "25005","Bristol, MA",1,CAEMP25N,10,"...","Total employment (number of jobs) ","Number of jobs",270561,270954,271425,275435,277737,278610,280497,277331,267038,265727,268893,272572,278715,285474,292825,296994,301927,306860,306175,289804,303661,316577
 "25005","Bristol, MA",1,CAEMP25N,20,"..."," Wage and salary employment ","Number of jobs",230147,229508,228946,230092,230133,230642,230035,226819,216259,215914,218073,222583,225441,230863,232185,235783,238794,241417,241478,221768,230640,238642
 "25005","Bristol, MA",1,CAEMP25N,40,"..."," Proprietors employment ","Number of jobs",40414,41446,42479,45343,47604,47968,50462,50512,50779,49813,50820,49989,53274,54611,60640,61211,63133,65443,64697,68036,73021,77935
 "25005","Bristol, MA",1,CAEMP25N,50,"...","  Farm proprietors employment ","Number of jobs",603,602,579,563,559,546,685,674,664,659,654,642,644,635,627,606,599,600,591,591,592,591
 "25005","Bristol, MA",1,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",39811,40844,41900,44780,47045,47422,49777,49838,50115,49154,50166,49347,52630,53976,60013,60605,62534,64843,64106,67445,72429,77344
 "25005","Bristol, MA",1,CAEMP25N,70,"111-112"," Farm employment ","Number of jobs",1220,1210,1207,1068,1065,991,1090,1099,1062,1024,967,976,1041,1066,1053,973,922,901,867,916,950,1006
 "25005","Bristol, MA",1,CAEMP25N,80,"..."," Nonfarm employment ","Number of jobs",269341,269744,270218,274367,276672,277619,279407,276232,265976,264703,267926,271596,277674,284408,291772,296021,301005,305959,305308,288888,302711,315571
 "25005","Bristol, MA",1,CAEMP25N,90,"...","  Private nonfarm employment ","Number of jobs",239947,240225,241512,246337,248702,249521,250692,247222,237437,235988,239125,242586,247985,254098,261563,265880,270798,275425,274687,259364,273079,285045
 "25005","Bristol, MA",1,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities ","Number of jobs",3089,(D),(D),(D),(D),(D),3417,3351,3262,3497,3207,(D),2949,2900,3181,3274,3328,3161,3028,(D),(D),(D)
 "25005","Bristol, MA",1,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction ","Number of jobs",124,(D),113,(D),116,108,(D),(D),116,90,78,91,119,131,(D),134,103,(D),(D),(D),(D),(D)
 "25005","Bristol, MA",1,CAEMP25N,300,"22","   Utilities ","Number of jobs",837,925,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),836,890,927,776,(D),(D),760,836,872
 "25005","Bristol, MA",1,CAEMP25N,400,"23","   Construction ","Number of jobs",15419,(D),16309,17646,18376,18478,17958,16913,15019,(D),14442,(D),15893,16670,(D),(D),(D),(D),19138,18928,19858,(D)
 "25005","Bristol, MA",1,CAEMP25N,500,"31-33","   Manufacturing ","Number of jobs",44045,40433,(D),38106,35301,(D),(D),30282,26477,(D),26208,(D),(D),(D),(D),(D),(D),(D),25322,(D),23583,(D)
